Local Government Area,Offence type,Jan - Dec 2015,Jan - Dec 2016,Jan - Dec 2017,Jan - Dec 2018,Jan - Dec 2019,"Rate per 100,000 population Jan - Dec 2019",2 year trend and annual percent change (Jan 2018-Dec 2019),5 year trend and average annual percent change (Jan 2015-Dec 2019)
Maitland,Steal from motor vehicle,715,857,716,528,475,570.9,Stable,Down 9.7%
Maitland,Steal from retail store,191,293,326,487,423,508.4,Stable,Up 22.0%
Maitland,Steal from dwelling,269,395,337,329,316,379.8,Stable,Stable
Maitland,Steal from person,46,33,25,40,21,25.2,Down 47.5%,Stable
Maitland,Stock theft,2,2,1,4,1,1.2,nc,nc
Maitland,Fraud,340,355,504,583,481,578.1,Stable,Up 9.1%
Maitland,Other theft,270,387,341,423,406,488,Stable,Up 10.7%
Maitland,Arson,58,103,96,70,65,78.1,Stable,Stable
Maitland,Malicious damage to property,804,848,878,778,772,927.9,Stable,Stable
Maitland,Possession and/or use of cocaine,1,3,4,4,5,6,nc,nc
Maitland,Possession and/or use of narcotics,2,0,4,1,4,4.8,nc,nc
Maitland,Possession and/or use of cannabis,139,139,143,173,188,226,Stable,Up 7.8%
Maitland,Possession and/or use of amphetamines,78,111,98,138,189,227.2,Stable,Up 24.8%
Maitland,Possession and/or use of ecstasy,35,25,39,32,48,57.7,Stable,Up 8.2%
Maitland,Possession and/or use of other drugs,24,42,25,48,61,73.3,Stable,Up 26.3%
Maitland,"Dealing, trafficking in cocaine",1,1,0,1,0,nc,nc,nc
Maitland,"Dealing, trafficking in narcotics",0,1,0,0,1,1.2,nc,nc
Maitland,"Dealing, trafficking in cannabis",5,10,2,6,12,14.4,nc,nc
Maitland,"Dealing, trafficking in amphetamines",7,52,9,14,25,30,nc,nc
Maitland,"Dealing, trafficking in ecstasy",4,6,1,4,4,4.8,nc,nc
Maitland,"Dealing, trafficking in other drugs",1,2,0,2,0,nc,nc,nc
Maitland,Cultivating cannabis,19,17,6,18,15,18,nc,nc
Maitland,Manufacture drug,0,2,0,0,1,1.2,nc,nc
Maitland,Importing drugs,0,0,1,0,0,nc,nc,nc
Maitland,Other drug offences,36,40,36,42,48,57.7,Stable,Stable
Maitland,Prohibited and regulated weapons offences,140,183,177,201,224,269.2,Stable,Up 12.5%
Maitland,Trespass,108,91,122,120,142,170.7,Up 18.3%,Up 7.1%
Maitland,Offensive conduct,34,31,32,28,30,36.1,Stable,Stable
Maitland,Offensive language,17,27,31,17,13,15.6,nc,nc
Maitland,Criminal intent,25,46,42,31,46,55.3,Stable,Stable
Maitland,Betting and gaming offences,0,1,0,0,0,nc,nc,nc
Maitland,Liquor offences,19,35,24,47,31,37.3,Stable,nc
Maitland,Pornography offences,4,3,7,12,6,7.2,nc,nc
Maitland,Prostitution offences,0,0,0,0,1,1.2,nc,nc
Maitland,Escape custody,0,3,2,2,2,2.4,nc,nc
Maitland,Breach Apprehended Violence Order,231,266,250,283,253,304.1,Stable,Stable
Maitland,Breach bail conditions,363,560,524,532,629,756,Stable,Up 14.7%
Maitland,Fail to appear,13,23,5,1,1,1.2,nc,nc
Maitland,Resist or hinder officer,55,57,53,69,63,75.7,Stable,Stable
Maitland,Other offences against justice procedures,1,2,0,7,24,28.8,nc,nc
Maitland,Transport regulatory offences,956,1043,2291,1522,3591,4316,Up 135.9%,Up 39.2%
Maitland,Other offences,75,84,89,106,118,141.8,Stable,Up 12.0%
Mid-Coast,Murder *,0,1,1,2,0,nc,nc,nc
Mid-Coast,Attempted murder,1,1,0,0,0,nc,nc,nc
Mid-Coast,"Murder accessory, conspiracy",0,0,0,0,0,nc,nc,nc
Mid-Coast,Manslaughter *,0,0,0,0,0,nc,nc,nc
Mid-Coast,Domestic violence related assault,450,458,405,428,469,502.7,Up 9.6%,Stable
Mid-Coast,Non-domestic violence related assault,394,397,422,425,381,408.4,Stable,Stable
Mid-Coast,Assault Police,47,51,38,33,44,47.2,Stable,Stable
Mid-Coast,Sexual assault,90,111,109,101,115,123.3,Stable,Stable
Mid-Coast,"Indecent assault, act of indecency and other sexual offences",168,142,114,146,120,128.6,Stable,Down 8.1%
Mid-Coast,Abduction and kidnapping,4,3,1,2,0,nc,nc,nc
Mid-Coast,Robbery without a weapon,16,4,17,18,6,6.4,nc,nc
Mid-Coast,Robbery with a firearm,0,0,0,1,0,nc,nc,nc
Mid-Coast,Robbery with a weapon not a firearm,6,8,11,7,10,10.7,nc,nc
Mid-Coast,Blackmail and extortion,1,0,1,0,0,nc,nc,nc
Mid-Coast,"Intimidation, stalking and harassment",455,404,396,439,502,538.1,Stable,Stable
Mid-Coast,Other offences against the person,30,12,8,14,16,17.2,nc,nc
Mid-Coast,Break and enter dwelling,481,492,460,517,407,436.3,Down 21.3%,Stable
Mid-Coast,Break and enter non-dwelling,300,372,279,294,191,204.7,Down 35.0%,Down 10.7%
Mid-Coast,Receiving or handling stolen goods,92,96,71,89,60,64.3,Stable,Stable
Mid-Coast,Motor vehicle theft,177,152,174,174,171,183.3,Stable,Stable
Mid-Coast,Steal from motor vehicle,364,276,352,537,415,444.9,Stable,Up 3.3%
Mid-Coast,Steal from retail store,293,180,233,227,200,214.4,Stable,Stable
Mid-Coast,Steal from dwelling,404,384,373,477,381,408.4,Stable,Stable
Mid-Coast,Steal from person,34,24,30,32,20,21.4,Stable,Stable
Mid-Coast,Stock theft,11,15,10,6,12,12.9,nc,nc
Mid-Coast,Fraud,341,364,368,467,372,398.8,Stable,Up 2.2%
Mid-Coast,Other theft,452,477,492,470,461,494.2,Stable,Stable
Mid-Coast,Arson,114,158,163,108,126,135.1,Stable,Stable
Mid-Coast,Malicious damage to property,1012,957,978,906,808,866.1,Stable,Down 5.5%
Mid-Coast,Possession and/or use of cocaine,7,6,3,12,5,5.4,nc,nc
Mid-Coast,Possession and/or use of narcotics,11,6,5,11,16,17.2,nc,nc
Mid-Coast,Possession and/or use of cannabis,406,456,398,379,266,285.1,Stable,Down 10.0%
Mid-Coast,Possession and/or use of amphetamines,103,120,113,122,98,105.1,Stable,Stable
Mid-Coast,Possession and/or use of ecstasy,14,27,35,30,12,12.9,nc,nc
Mid-Coast,Possession and/or use of other drugs,55,77,69,66,33,35.4,Stable,Stable
Mid-Coast,"Dealing, trafficking in cocaine",1,0,8,2,0,nc,nc,nc
Mid-Coast,"Dealing, trafficking in narcotics",31,3,0,2,1,1.1,nc,nc
Mid-Coast,"Dealing, trafficking in cannabis",25,20,19,10,18,19.3,nc,nc
Mid-Coast,"Dealing, trafficking in amphetamines",26,21,32,32,37,39.7,Stable,Stable
Mid-Coast,"Dealing, trafficking in ecstasy",17,5,12,6,2,2.1,nc,nc
Mid-Coast,"Dealing, trafficking in other drugs",11,0,2,7,1,1.1,nc,nc
Mid-Coast,Cultivating cannabis,82,59,55,54,33,35.4,Stable,Stable
Mid-Coast,Manufacture drug,2,0,0,1,1,1.1,nc,nc
Mid-Coast,Importing drugs,0,0,0,1,0,nc,nc,nc
Mid-Coast,Other drug offences,66,63,51,51,43,46.1,Stable,Down 10.2%
Mid-Coast,Prohibited and regulated weapons offences,187,154,177,229,260,278.7,Stable,Up 8.6%
Mid-Coast,Trespass,132,118,145,149,159,170.4,Stable,Stable
Mid-Coast,Offensive conduct,118,78,75,74,62,66.5,Stable,Down 14.9%
Mid-Coast,Offensive language,81,116,104,69,33,35.4,Down 52.2%,Down 20.1%
Mid-Coast,Criminal intent,32,23,16,27,25,26.8,Stable,nc
Mid-Coast,Betting and gaming offences,0,0,0,1,0,nc,nc,nc
Mid-Coast,Liquor offences,67,76,74,80,43,46.1,Down 46.3%,Stable
Mid-Coast,Pornography offences,27,22,26,16,12,12.9,nc,nc
Mid-Coast,Prostitution offences,0,0,0,0,0,nc,nc,nc
Mid-Coast,Escape custody,5,2,2,5,7,7.5,nc,nc
Mid-Coast,Breach Apprehended Violence Order,239,264,248,263,286,306.6,Stable,Stable
Mid-Coast,Breach bail conditions,294,379,408,481,402,430.9,Down 16.4%,Up 8.1%
Mid-Coast,Fail to appear,2,5,6,1,2,2.1,nc,nc
Mid-Coast,Resist or hinder officer,151,147,130,114,83,89,Down 27.2%,Down 13.9%
Mid-Coast,Other offences against justice procedures,10,4,7,7,33,35.4,nc,nc
Mid-Coast,Transport regulatory offences,13,10,14,10,4,4.3,nc,nc
Mid-Coast,Other offences,258,236,274,255,238,255.1,Stable,Stable
Mid-Western Regional,Murder *,0,0,1,0,0,nc,nc,nc
Mid-Western Regional,Attempted murder,0,0,0,0,0,nc,nc,nc
Mid-Western Regional,"Murder accessory, conspiracy",0,0,0,0,1,4,nc,nc
Mid-Western Regional,Manslaughter *,0,0,0,0,0,nc,nc,nc
Mid-Western Regional,Domestic violence related assault,123,124,107,128,164,653.8,Stable,Stable
Mid-Western Regional,Non-domestic violence related assault,151,134,115,117,124,494.3,Stable,Down 4.8%
Mid-Western Regional,Assault Police,10,10,13,8,7,27.9,nc,nc
Mid-Western Regional,Sexual assault,23,27,37,26,48,191.3,Stable,Up 20.2%
Mid-Western Regional,"Indecent assault, act of indecency and other sexual offences",32,32,34,23,28,111.6,Stable,Stable
Mid-Western Regional,Abduction and kidnapping,0,0,1,2,0,nc,nc,nc
Mid-Western Regional,Robbery without a weapon,3,0,1,3,3,12,nc,nc
Mid-Western Regional,Robbery with a firearm,0,1,0,0,0,nc,nc,nc
Mid-Western Regional,Robbery with a weapon not a firearm,0,0,0,0,0,nc,nc,nc
Mid-Western Regional,Blackmail and extortion,0,0,0,0,0,nc,nc,nc
Mid-Western Regional,"Intimidation, stalking and harassment",293,187,182,205,244,972.7,Stable,Stable
Mid-Western Regional,Other offences against the person,12,7,3,4,7,27.9,nc,nc
Mid-Western Regional,Break and enter dwelling,109,88,107,56,81,322.9,Stable,Down 7.2%
Mid-Western Regional,Break and enter non-dwelling,51,40,24,15,27,107.6,nc,nc
Mid-Western Regional,Receiving or handling stolen goods,12,24,20,17,8,31.9,nc,nc
Mid-Western Regional,Motor vehicle theft,37,24,32,32,35,139.5,Stable,Stable
Mid-Western Regional,Steal from motor vehicle,83,95,123,79,67,267.1,Stable,Stable
Mid-Western Regional,Steal from retail store,30,38,30,55,42,167.4,Stable,Stable
Mid-Western Regional,Steal from dwelling,105,104,89,80,58,231.2,Stable,Down 13.8%
Mid-Western Regional,Steal from person,2,3,6,3,5,19.9,nc,nc
Mid-Western Regional,Stock theft,10,8,6,8,9,35.9,nc,nc
Mid-Western Regional,Fraud,75,86,85,99,120,478.4,Stable,Stable
Mid-Western Regional,Other theft,97,73,65,70,63,251.1,Stable,Down 10.2%
Mid-Western Regional,Arson,33,6,54,38,40,159.5,Stable,nc
Mid-Western Regional,Malicious damage to property,309,244,254,303,232,924.8,Down 23.4%,Stable
Mid-Western Regional,Possession and/or use of cocaine,0,1,1,3,4,15.9,nc,nc
Mid-Western Regional,Possession and/or use of narcotics,2,0,1,3,0,nc,nc,nc
Mid-Western Regional,Possession and/or use of cannabis,56,88,73,88,79,314.9,Stable,Stable
Mid-Western Regional,Possession and/or use of amphetamines,30,29,24,43,69,275.1,Stable,Up 23.1%
Mid-Western Regional,Possession and/or use of ecstasy,7,3,2,6,7,27.9,nc,nc
Mid-Western Regional,Possession and/or use of other drugs,6,8,18,26,16,63.8,nc,nc
Mid-Western Regional,"Dealing, trafficking in cocaine",0,0,0,0,0,nc,nc,nc
Mid-Western Regional,"Dealing, trafficking in narcotics",1,0,0,1,0,nc,nc,nc
Mid-Western Regional,"Dealing, trafficking in cannabis",1,10,1,0,16,63.8,nc,nc
Mid-Western Regional,"Dealing, trafficking in amphetamines",19,4,5,5,229,912.9,nc,nc
Mid-Western Regional,"Dealing, trafficking in ecstasy",0,2,1,2,1,4,nc,nc
Mid-Western Regional,"Dealing, trafficking in other drugs",0,1,0,1,2,8,nc,nc
Mid-Western Regional,Cultivating cannabis,9,11,8,7,7,27.9,nc,nc
Mid-Western Regional,Manufacture drug,3,2,0,0,0,nc,nc,nc
Mid-Western Regional,Importing drugs,0,0,0,0,0,nc,nc,nc
Mid-Western Regional,Other drug offences,33,41,37,47,44,175.4,Stable,Stable
Mid-Western Regional,Prohibited and regulated weapons offences,75,77,101,125,114,454.4,Stable,Up 11.0%
Mid-Western Regional,Trespass,95,82,84,71,82,326.9,Stable,Stable
Mid-Western Regional,Offensive conduct,55,19,28,38,34,135.5,Stable,nc
Mid-Western Regional,Offensive language,24,8,18,15,9,35.9,nc,nc
Mid-Western Regional,Criminal intent,21,10,15,16,17,67.8,nc,nc
Mid-Western Regional,Betting and gaming offences,0,0,0,0,0,nc,nc,nc
Mid-Western Regional,Liquor offences,85,36,62,42,59,235.2,Stable,Stable
Mid-Western Regional,Pornography offences,9,6,5,3,9,35.9,nc,nc
Mid-Western Regional,Prostitution offences,0,0,0,0,0,nc,nc,nc
Mid-Western Regional,Escape custody,0,0,0,3,0,nc,nc,nc
Mid-Western Regional,Breach Apprehended Violence Order,64,97,72,76,100,398.6,Stable,Stable
Mid-Western Regional,Breach bail conditions,68,105,123,135,161,641.8,Stable,Up 24.0%
Mid-Western Regional,Fail to appear,0,0,0,0,0,nc,nc,nc
Mid-Western Regional,Resist or hinder officer,28,33,23,28,20,79.7,Stable,Stable
Mid-Western Regional,Other offences against justice procedures,2,0,1,0,11,43.8,nc,nc
Mid-Western Regional,Transport regulatory offences,0,0,1,1,0,nc,nc,nc
Mid-Western Regional,Other offences,68,76,66,84,69,275.1,Stable,Stable
Moree Plains,Murder *,0,0,0,0,0,nc,nc,nc
Moree Plains,Attempted murder,0,0,0,0,0,nc,nc,nc
Moree Plains,"Murder accessory, conspiracy",0,0,0,0,0,nc,nc,nc
Moree Plains,Manslaughter *,1,0,0,0,0,nc,nc,nc
Moree Plains,Domestic violence related assault,246,254,219,184,182,1363.3,Stable,Down 7.3%
Moree Plains,Non-domestic violence related assault,165,171,179,155,130,973.8,Stable,Stable
Moree Plains,Assault Police,35,15,20,14,17,127.3,nc,nc
Moree Plains,Sexual assault,20,27,47,18,43,322.1,nc,nc
Moree Plains,"Indecent assault, act of indecency and other sexual offences",29,39,38,8,42,314.6,nc,nc
Moree Plains,Abduction and kidnapping,0,0,1,0,0,nc,nc,nc
Moree Plains,Robbery without a weapon,7,8,16,8,3,22.5,nc,nc
Moree Plains,Robbery with a firearm,0,0,3,0,2,15,nc,nc
Moree Plains,Robbery with a weapon not a firearm,5,6,12,2,4,30,nc,nc
Moree Plains,Blackmail and extortion,0,0,0,0,0,nc,nc,nc
Moree Plains,"Intimidation, stalking and harassment",252,169,198,161,165,1236,Stable,Down 10.0%
Moree Plains,Other offences against the person,14,8,3,13,6,44.9,nc,nc
Moree Plains,Break and enter dwelling,245,280,400,237,201,1505.6,Stable,Down 4.8%
Moree Plains,Break and enter non-dwelling,134,137,219,122,100,749.1,Stable,Stable
Moree Plains,Receiving or handling stolen goods,31,45,44,39,23,172.3,Stable,Stable
Moree Plains,Motor vehicle theft,65,84,118,83,63,471.9,Down 24.1%,Stable
Moree Plains,Steal from motor vehicle,145,189,280,211,285,2134.8,Stable,Up 18.4%
Moree Plains,Steal from retail store,145,136,147,194,175,1310.9,Stable,Stable
Moree Plains,Steal from dwelling,133,143,157,104,93,696.6,Stable,Down 8.6%
Moree Plains,Steal from person,15,7,16,18,10,74.9,nc,nc
Moree Plains,Stock theft,3,6,4,3,6,44.9,nc,nc
Moree Plains,Fraud,104,90,96,125,125,936.3,Stable,Up 4.7%
Moree Plains,Other theft,142,122,134,109,95,711.6,Down 12.8%,Down 9.6%
Moree Plains,Arson,62,102,158,110,172,1288.4,Up 56.4%,Up 29.1%
Moree Plains,Malicious damage to property,484,538,650,492,497,3722.8,Stable,Stable
Moree Plains,Possession and/or use of cocaine,0,1,2,2,0,nc,nc,nc
Moree Plains,Possession and/or use of narcotics,1,0,2,3,0,nc,nc,nc
Moree Plains,Possession and/or use of cannabis,108,121,149,104,67,501.9,Stable,Stable
Moree Plains,Possession and/or use of amphetamines,55,36,28,42,45,337.1,Stable,Stable
Moree Plains,Possession and/or use of ecstasy,5,1,6,2,0,nc,nc,nc
Moree Plains,Possession and/or use of other drugs,43,20,18,24,15,112.4,nc,nc
Moree Plains,"Dealing, trafficking in cocaine",0,0,0,1,1,7.5,nc,nc
Moree Plains,"Dealing, trafficking in narcotics",0,0,0,0,0,nc,nc,nc
Moree Plains,"Dealing, trafficking in cannabis",8,3,5,6,1,7.5,nc,nc
Moree Plains,"Dealing, trafficking in amphetamines",8,4,14,4,2,15,nc,nc
Moree Plains,"Dealing, trafficking in ecstasy",0,1,1,0,1,7.5,nc,nc
Moree Plains,"Dealing, trafficking in other drugs",11,1,0,0,1,7.5,nc,nc
Moree Plains,Cultivating cannabis,2,5,1,6,7,52.4,nc,nc
Moree Plains,Manufacture drug,0,0,0,0,0,nc,nc,nc
Moree Plains,Importing drugs,0,1,0,0,0,nc,nc,nc
Moree Plains,Other drug offences,42,28,27,25,20,149.8,Stable,Down 16.9%
Moree Plains,Prohibited and regulated weapons offences,76,82,106,107,57,427,Down 46.7%,Stable
Moree Plains,Trespass,106,100,165,159,121,906.4,Down 23.9%,Stable
Moree Plains,Offensive conduct,57,42,53,28,25,187.3,Stable,Down 18.6%
Moree Plains,Offensive language,52,23,39,22,21,157.3,Stable,Down 20.3%
Moree Plains,Criminal intent,27,30,23,25,21,157.3,Stable,Stable
Moree Plains,Betting and gaming offences,0,0,0,3,2,15,nc,nc
Moree Plains,Liquor offences,53,41,41,47,47,352.1,Stable,Stable
Moree Plains,Pornography offences,0,2,3,0,0,nc,nc,nc
Moree Plains,Prostitution offences,0,0,0,0,0,nc,nc,nc
Moree Plains,Escape custody,2,1,1,2,1,7.5,nc,nc
Moree Plains,Breach Apprehended Violence Order,143,151,108,90,147,1101.1,Up 63.3%,Stable
Moree Plains,Breach bail conditions,234,250,301,211,187,1400.7,Stable,Down 5.5%
Moree Plains,Fail to appear,8,5,25,33,21,157.3,Stable,nc
Moree Plains,Resist or hinder officer,66,47,57,60,37,277.2,Stable,Stable
Moree Plains,Other offences against justice procedures,9,10,4,4,11,82.4,nc,nc
Moree Plains,Transport regulatory offences,0,3,2,2,0,nc,nc,nc
Moree Plains,Other offences,89,94,100,76,76,569.3,Stable,Stable
Mosman,Murder *,0,0,0,0,0,nc,nc,nc
Mosman,Attempted murder,0,0,0,0,0,nc,nc,nc
Mosman,"Murder accessory, conspiracy",0,0,0,0,0,nc,nc,nc
Mosman,Manslaughter *,0,0,0,0,0,nc,nc,nc
Mosman,Domestic violence related assault,50,33,51,45,29,93.9,Stable,Stable
Mosman,Non-domestic violence related assault,49,37,37,35,43,139.3,Stable,Stable
Mosman,Assault Police,0,1,1,1,1,3.2,nc,nc
Mosman,Sexual assault,4,5,14,3,15,48.6,nc,nc
Mosman,"Indecent assault, act of indecency and other sexual offences",11,22,17,12,19,61.5,nc,nc
Mosman,Abduction and kidnapping,1,0,0,0,0,nc,nc,nc
Mosman,Robbery without a weapon,1,1,2,11,3,9.7,nc,nc
Mosman,Robbery with a firearm,0,0,0,0,0,nc,nc,nc
Mosman,Robbery with a weapon not a firearm,0,1,2,1,1,3.2,nc,nc
Mosman,Blackmail and extortion,0,0,0,0,0,nc,nc,nc
Mosman,"Intimidation, stalking and harassment",39,38,30,41,33,106.9,Stable,Stable
Mosman,Other offences against the person,1,1,1,2,1,3.2,nc,nc
Mosman,Break and enter dwelling,69,44,68,64,66,213.8,Stable,Stable
Mosman,Break and enter non-dwelling,25,22,24,15,19,61.5,nc,nc
Mosman,Receiving or handling stolen goods,8,9,5,4,6,19.4,nc,nc
Mosman,Motor vehicle theft,26,10,22,19,23,74.5,nc,nc
Mosman,Steal from motor vehicle,70,71,90,74,88,285,Stable,Stable
Mosman,Steal from retail store,20,17,29,23,41,132.8,Stable,nc
Mosman,Steal from dwelling,80,63,62,59,47,152.2,Stable,Stable
Mosman,Steal from person,10,9,5,1,7,22.7,nc,nc
Mosman,Stock theft,0,0,0,0,0,nc,nc,nc
Mosman,Fraud,178,89,119,132,119,385.4,Stable,Stable
Mosman,Other theft,76,66,46,57,71,229.9,Stable,Stable
Mosman,Arson,1,3,1,2,1,3.2,nc,nc
Mosman,Malicious damage to property,123,131,123,130,113,366,Stable,Stable
Mosman,Possession and/or use of cocaine,1,4,4,6,0,nc,nc,nc
Mosman,Possession and/or use of narcotics,0,0,0,1,0,nc,nc,nc
Mosman,Possession and/or use of cannabis,17,25,43,13,30,97.2,nc,nc
Mosman,Possession and/or use of amphetamines,0,3,2,1,2,6.5,nc,nc
Mosman,Possession and/or use of ecstasy,2,1,2,2,1,3.2,nc,nc
Mosman,Possession and/or use of other drugs,2,3,4,4,4,13,nc,nc
Mosman,"Dealing, trafficking in cocaine",0,2,3,2,0,nc,nc,nc
Mosman,"Dealing, trafficking in narcotics",1,1,0,0,0,nc,nc,nc
Mosman,"Dealing, trafficking in cannabis",0,0,0,0,0,nc,nc,nc
Mosman,"Dealing, trafficking in amphetamines",1,0,1,0,0,nc,nc,nc
Mosman,"Dealing, trafficking in ecstasy",0,0,0,1,0,nc,nc,nc
Mosman,"Dealing, trafficking in other drugs",0,0,0,4,0,nc,nc,nc
Mosman,Cultivating cannabis,0,0,0,0,1,3.2,nc,nc
Mosman,Manufacture drug,0,0,0,0,0,nc,nc,nc
Mosman,Importing drugs,0,0,0,0,1,3.2,nc,nc
Mosman,Other drug offences,9,10,8,8,4,13,nc,nc
Mosman,Prohibited and regulated weapons offences,10,14,10,5,11,35.6,nc,nc
Mosman,Trespass,20,19,11,7,27,87.4,nc,nc
Mosman,Offensive conduct,13,7,12,8,3,9.7,nc,nc
Mosman,Offensive language,5,2,3,1,1,3.2,nc,nc
Mosman,Criminal intent,1,3,3,3,1,3.2,nc,nc
Mosman,Betting and gaming offences,0,0,0,0,0,nc,nc,nc
Mosman,Liquor offences,34,11,15,18,18,58.3,nc,nc
Mosman,Pornography offences,0,0,1,0,2,6.5,nc,nc
Mosman,Prostitution offences,0,0,0,0,0,nc,nc,nc
Mosman,Escape custody,0,0,0,0,0,nc,nc,nc
Mosman,Breach Apprehended Violence Order,12,15,9,18,9,29.1,nc,nc
Mosman,Breach bail conditions,27,19,21,33,21,68,Stable,nc
Mosman,Fail to appear,4,1,0,0,0,nc,nc,nc
Mosman,Resist or hinder officer,4,5,6,2,2,6.5,nc,nc
Mosman,Other offences against justice procedures,0,0,0,0,1,3.2,nc,nc
Mosman,Transport regulatory offences,3,5,7,27,17,55.1,nc,nc
Mosman,Other offences,131,105,111,95,56,181.4,Stable,Down 19.1%
Murray River,Murder *,1,0,1,0,0,nc,nc,nc
Murray River,Attempted murder,0,0,0,0,0,nc,nc,nc
Murray River,"Murder accessory, conspiracy",0,0,0,0,0,nc,nc,nc
Murray River,Manslaughter *,0,0,0,0,0,nc,nc,nc
Murray River,Domestic violence related assault,20,29,14,24,34,280.6,Stable,nc
Murray River,Non-domestic violence related assault,24,31,22,30,23,189.8,Stable,Stable
Murray River,Assault Police,2,1,0,1,1,8.3,nc,nc
Murray River,Sexual assault,4,6,2,10,9,74.3,nc,nc
Murray River,"Indecent assault, act of indecency and other sexual offences",9,0,3,7,10,82.5,nc,nc
Murray River,Abduction and kidnapping,0,0,0,0,0,nc,nc,nc
Murray River,Robbery without a weapon,1,1,1,1,0,nc,nc,nc
Murray River,Robbery with a firearm,1,0,0,1,0,nc,nc,nc
Murray River,Robbery with a weapon not a firearm,0,0,1,0,1,8.3,nc,nc
Murray River,Blackmail and extortion,0,0,0,0,0,nc,nc,nc
Murray River,"Intimidation, stalking and harassment",24,17,28,26,21,173.3,Stable,nc
Murray River,Other offences against the person,0,0,1,2,5,41.3,nc,nc
Murray River,Break and enter dwelling,43,49,24,40,24,198.1,Stable,Stable
Murray River,Break and enter non-dwelling,30,71,30,36,23,189.8,Stable,Stable
Murray River,Receiving or handling stolen goods,8,12,8,5,5,41.3,nc,nc
Murray River,Motor vehicle theft,10,20,12,20,24,198.1,Stable,nc
Murray River,Steal from motor vehicle,35,62,44,42,40,330.1,Stable,Stable
Murray River,Steal from retail store,6,21,15,14,13,107.3,nc,nc
Murray River,Steal from dwelling,24,37,22,25,42,346.6,Stable,Stable
Murray River,Steal from person,1,2,1,0,1,8.3,nc,nc
Murray River,Stock theft,4,1,1,3,4,33,nc,nc
Murray River,Fraud,26,43,36,26,41,338.3,Stable,Stable
Murray River,Other theft,58,66,51,62,52,429.1,Stable,Stable
Murray River,Arson,2,2,14,7,7,57.8,nc,nc
Murray River,Malicious damage to property,55,74,59,73,64,528.1,Stable,Stable
Murray River,Possession and/or use of cocaine,1,0,0,1,0,nc,nc,nc
Murray River,Possession and/or use of narcotics,0,0,1,1,1,8.3,nc,nc
Murray River,Possession and/or use of cannabis,47,41,34,32,35,288.8,Stable,Stable
Murray River,Possession and/or use of amphetamines,16,17,8,14,18,148.5,nc,nc
Murray River,Possession and/or use of ecstasy,2,0,3,0,0,nc,nc,nc
Murray River,Possession and/or use of other drugs,3,2,5,5,8,66,nc,nc
Murray River,"Dealing, trafficking in cocaine",0,0,0,0,0,nc,nc,nc
Murray River,"Dealing, trafficking in narcotics",0,0,0,0,0,nc,nc,nc
Murray River,"Dealing, trafficking in cannabis",1,1,0,2,2,16.5,nc,nc
Murray River,"Dealing, trafficking in amphetamines",0,4,2,5,3,24.8,nc,nc
Murray River,"Dealing, trafficking in ecstasy",1,0,0,0,0,nc,nc,nc
Murray River,"Dealing, trafficking in other drugs",0,1,0,0,0,nc,nc,nc
Murray River,Cultivating cannabis,2,5,2,5,6,49.5,nc,nc
Murray River,Manufacture drug,0,0,0,0,0,nc,nc,nc
Murray River,Importing drugs,0,0,0,0,0,nc,nc,nc
Murray River,Other drug offences,43,34,19,36,27,222.8,Stable,nc
